scientific_name	strain	gcf_accession	refseq_category	phylum	class	order	family	genus	species	habitat	oxygen_requirement	gut_flag	pathogenicity
Alloacidobacterium dinghuense	4Y35	GCF_014274465.1	reference genome	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Alloacidobacterium	Alloacidobacterium dinghuense	acidic soil	facultative_anaerobe	non_gut	non_pathogenic
Alloalcanivorax dieselolei B5	B5	GCF_000300005.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax dieselolei	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Allobacillus halotolerans	BCRC 17939	GCF_028743495.1	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Allobacillus	Allobacillus halotolerans	soil	aerobe	non_gut	non_pathogenic
Allobaculum mucilyticum	128	GCF_022701195.1	reference genome	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum mucilyticum	animal/environment	facultative_anaerobe	non_gut	non_pathogenic
Allobosea vaviloviae	Vaf18	GCF_001741865.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Alloboseaceae	Allobosea	Allobosea vaviloviae	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Allobrachymonas wangyanguii	G13	GCF_045055315.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Allobrachymonas	Allobrachymonas wangyanguii	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Allochromatium vinosum DSM 180	DSM 180	GCF_000025485.1	reference genome	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Allocoleopsis franciscana PCC 7113	PCC 7113	GCF_000317515.1	reference genome	Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Allocoleopsis	Allocoleopsis franciscana	freshwater/marine	aerobe	non_gut	non_pathogenic
Coprococcus comes ATCC 27758	ATCC 27758	GCF_025149785.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Allocoprococcus	Allocoprococcus comes	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Allofrancisella inopinata	SYSU YG23	GCF_012222965.1	reference genome	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Allofrancisella	Allofrancisella inopinata	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Allomeiothermus silvanus DSM 9946	DSM 9946	GCF_000092125.1	reference genome	Deinococcota	Deinococci	Thermales	Thermaceae	Allomeiothermus	Allomeiothermus silvanus	hot springs	aerobe	non_gut	non_pathogenic
Allomicrovenator marinus	V1718	GCF_007993755.1	reference genome		Deltaproteobacteria	Bradymonadales	Allomicrovenatoraceae	Allomicrovenator	Allomicrovenator marinus	sediment/soil	obligate_anaerobe	non_gut	non_pathogenic
Allorhizobium ampelinum S4	S4	GCF_000016285.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Allorhizobium	Allorhizobium ampelinum	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Allosaccharopolyspora coralli	E2A	GCF_009664835.1	reference genome	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Allosaccharopolyspora	Allosaccharopolyspora coralli	soil/clinical	aerobe	non_gut	non_pathogenic
Allostella humosa	ATCC 43930	GCF_006738645.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Allostellaceae	Allostella	Allostella humosa	soil/water	aerobe	non_gut	non_pathogenic
Allotamlana fucoidanivorans	CW2-9	GCF_045788535.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Allotamlana	Allotamlana fucoidanivorans	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Alphaproteobacteria bacterium endosymbiont of Tiliacea citrago		GCF_964031065.1	reference genome	Pseudomonadota	Alphaproteobacteria			Alphaproteobacteria	Alphaproteobacteria bacterium endosymbiont of Tiliacea citrago	soil/water	aerobe	non_gut	non_pathogenic
Altererythrobacter ishigakiensis	NBRC 107699	GCF_001663155.1	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter ishigakiensis	soil/water	aerobe	non_gut	non_pathogenic
Alterirhizorhabdus profundi	LMO-1	GCF_009739515.1	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Rhizorhabdaceae	Alterirhizorhabdus	Alterirhizorhabdus profundi	soil/water	aerobe	non_gut	non_pathogenic
Alterisphingorhabdus coralli	SCSIO 66989	GCF_032852305.1	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alterisphingorhabdus (ex Yan et al. 2024)	Alterisphingorhabdus coralli	soil/water	aerobe	non_gut	non_pathogenic
Alteromonas macleodii ATCC 27126	ATCC 27126	GCF_050500325.1	reference genome	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Alysiella filiformis DSM 16848	DSM 16848	GCF_020162295.1	reference genome	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella filiformis	human naso/clinical	aerobe	non_gut	pathogen (human)
Amedibacterium intestinale	9CBEGH2	GCF_010537335.1	reference genome	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacterium	Amedibacterium intestinale	animal/environment	facultative_anaerobe	non_gut	non_pathogenic
Aminipila terrae	CBA3637	GCF_010120715.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Aminipila	Aminipila terrae	human gut	obligate_anaerobe	gut_associated	opportunistic_pathogen
Aminirod propionatiphilus	L-13	GCF_018398915.1	reference genome	Synergistota	Synergistia	Synergistales	Aminiphilaceae	Aminirod	Aminirod propionatiphilus	anaerobic sewage/gut	obligate_anaerobe	gut_associated	non_pathogenic
Aminithiophilus ramosus	J.5.4.2-T.3.5.2	GCF_018069705.1	reference genome	Synergistota	Synergistia	Synergistales	Aminithiophilaceae	Aminithiophilus	Aminithiophilus ramosus	anaerobic sewage/gut	obligate_anaerobe	gut_associated	non_pathogenic
Aminobacter niigataensis	MD1	GCF_946995915.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter niigataensis	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Aminobacterium colombiense DSM 12261	DSM 12261	GCF_000025885.1	reference genome	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminobacterium	Aminobacterium colombiense	anaerobic sewage/gut	obligate_anaerobe	gut_associated	non_pathogenic
Ammonicoccus fulvus	ZF39	GCF_039565995.1	reference genome	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Ammonicoccus	Ammonicoccus fulvus	dairy/skin	anaerobe	non_gut	non_pathogenic
Ammonifex degensii KC4	KC4	GCF_000024605.1	reference genome	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	Ammonifex degensii	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Amphibacillus xylanus NBRC 15112	NBRC 15112	GCF_000307165.1	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus	soil	aerobe	non_gut	non_pathogenic
Amphritea japonica	JCM 14782	GCF_024347275.1	reference genome	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea japonica	soil/water/clinical	facultative_anaerobe	non_gut	opportunistic_pathogen
Ampullimonas aquatilis	LMG 28208	GCF_049675895.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Ampullimonas	Ampullimonas aquatilis	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Amycolatopsis mediterranei S699	S699	GCF_000220945.1	reference genome	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei	soil/clinical	aerobe	non_gut	non_pathogenic
Amylolactobacillus amylophilus DSM 20533 = JCM 1125	DSM 20533	GCF_001936335.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylophilus	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Anabaena cylindrica PCC 7122	PCC 7122	GCF_000317695.1	reference genome	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica	freshwater	aerobe	non_gut	non_pathogenic
Anaerobacillus isosaccharinicus	NB2006	GCF_001866075.4	reference genome	Bacillota	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus isosaccharinicus	soil	aerobe	non_gut	non_pathogenic
Anaerococcus vaginalis	FDAARGOS_988	GCF_016127475.1	reference genome	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis	soil/gut/clinical	facultative_anaerobe	gut_associated	non_pathogenic
Anaerocolumna cellulosilytica	SN021	GCF_014218335.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	Anaerocolumna cellulosilytica	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaerohalosphaera lusitana	ST-NAGAB-D1	GCF_002007645.1	reference genome	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae	Anaerohalosphaera	Anaerohalosphaera lusitana	freshwater/marine	aerobe	non_gut	non_pathogenic
Anaerolinea thermophila UNI-1	UNI-1	GCF_000199675.1	reference genome	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila	anaerobic sludge	obligate_anaerobe	non_gut	non_pathogenic
Anaeromicropila herbilytica	TB5	GCF_016591975.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeromicropila	Anaeromicropila herbilytica	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaeromyxobacter dehalogenans 2CP-1	2CP1	GCF_000022145.1	reference genome	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	soil	aerobe	non_gut	non_pathogenic
Anaeropeptidivorans aminofermentans	M3/9	GCF_940670685.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeropeptidivorans	Anaeropeptidivorans aminofermentans	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaerosinus gibii	ICN-92133	GCF_030273445.1	reference genome	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosinus	Anaerosinus gibii	human gut/oral	obligate_anaerobe	gut_associated	non_pathogenic
Anaerostipes rhamnosivorans	1y2	GCF_005280655.1	reference genome	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes rhamnosivorans	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaerotignum propionicum DSM 1682	X2	GCF_001561955.1	reference genome	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum propionicum	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaerotruncus colihominis	DSM 17241	GCF_025146135.1	reference genome	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Anaplasma centrale str. Israel	Israel	GCF_000024505.1	reference genome	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma centrale	tick/mammal	aerobe	non_gut	pathogen (zoonotic)
Anatilimnocola aggregata	ETA_A8	GCF_007747655.1	reference genome	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Anatilimnocola	Anatilimnocola aggregata	freshwater/marine	aerobe	non_gut	non_pathogenic
Ancylobacter novellus DSM 506	DSM 506	GCF_000092925.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter novellus	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Andreesenella formicacetica	DSM 92	GCF_002080475.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Andreesenella	Andreesenella formicacetica	human gut	obligate_anaerobe	gut_associated	opportunistic_pathogen
Aneurinibacillus soli	CB4	GCF_002355375.1	reference genome	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli	soil	facultative_anaerobe	non_gut	non_pathogenic
Annamia dubia NIES-4383	NIES-4383	GCF_055394725.1	reference genome	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Annamia	Annamia dubia	freshwater/marine	aerobe	non_gut	non_pathogenic
Anoxybacillus gonensis	G2	GCF_001187595.1	reference genome	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis	soil	aerobe	non_gut	non_pathogenic
Anoxybacter fermentans	DY22613	GCF_003991135.1	reference genome	Bacillota	Clostridia	Halanaerobiales		Anoxybacter	Anoxybacter fermentans	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Anoxybacterium hadale	MT110	GCF_015243575.1	reference genome	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anoxybacterium	Anoxybacterium hadale	human gut	obligate_anaerobe	gut_associated	opportunistic_pathogen
Anoxybacteroides amylolyticum	DSM 15939	GCF_001634285.1	reference genome	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacteroides	Anoxybacteroides amylolyticum	soil	aerobe	non_gut	non_pathogenic
Antarcticibacterium flavum	JB01H24	GCF_006159205.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium	Antarcticibacterium flavum	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Antarcticirhabdus aurantiaca	DY-R2A-6	GCF_026723785.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Antarcticirhabdus	Antarcticirhabdus aurantiaca	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Anthocerotibacter panamensis C109	C109	GCF_018389385.1	reference genome	Cyanobacteriota	Cyanophyceae	Gloeobacterales	Anthocerotibacteraceae	Anthocerotibacter	Anthocerotibacter panamensis	freshwater/marine	aerobe	non_gut	non_pathogenic
Antiquaquibacter oligotrophicus	SG_E_30_P1	GCF_020535405.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Antiquaquibacter	Antiquaquibacter oligotrophicus	soil/clinical	aerobe	non_gut	non_pathogenic
Apibacter raozihei	HY041	GCF_004014855.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter raozihei	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Apilactobacillus apisilvae	SG5_A10	GCF_023380225.1	reference genome	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus apisilvae	human gut/dairy	facultative_anaerobe	gut_dominant	non_pathogenic
Aquabacterium olei	NBRC 110486	GCF_003100395.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium	Aquabacterium olei	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Aquella oligotrophica	DSM 100970	GCF_002892535.1	reference genome	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquella	Aquella oligotrophica	human naso/clinical	aerobe	non_gut	pathogen (human)
Aquibium microcysteis	NIBR3	GCF_014495845.1	reference genome	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	Aquibium microcysteis	soil/rhizosphere	aerobe	non_gut	non_pathogenic
Aquicella siphonis	SGT-108	GCF_902459485.1	reference genome	Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	Aquicella siphonis	aquatic/soil	aerobe	non_gut	pathogen (human)
Aquifex aeolicus VF5	VF5	GCF_000008625.1	reference genome	Aquificota	Aquificia	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus	hydrothermal/hot spring	microaerophile	non_gut	non_pathogenic
Aquiluna borgnonia	15G-AUS-rot	GCF_013283855.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Aquiluna	Aquiluna borgnonia	soil/clinical	aerobe	non_gut	non_pathogenic
Aquimarina besae	SS2-1	GCF_042434905.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina besae	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Aquincola tertiaricarbonis	RN12	GCF_023573145.1	reference genome	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Aquincola	Aquincola tertiaricarbonis	soil/clinical	aerobe	non_gut	opportunistic_pathogen
Aquipluma nitroreducens	MeG22	GCF_009689585.1	reference genome	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Aquipluma	Aquipluma nitroreducens	human gut	obligate_anaerobe	gut_dominant	non_pathogenic
Aquipseudomonas campi	S1-A32-2	GCF_013200955.2	reference genome	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Aquipseudomonas	Aquipseudomonas campi	soil/water/clinical	aerobe	non_gut	opportunistic_pathogen
Aquirhabdus parva	HYN0046	GCF_003351745.1	reference genome	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva	clinical/soil	aerobe	non_gut	opportunistic_pathogen
Aquirufa nivalisilvae	HME7025	GCF_003143535.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Flectobacillaceae	Aquirufa	Aquirufa nivalisilvae	soil	aerobe	non_gut	non_pathogenic
Aquisediminimonas profunda	DS48-3	GCF_019443285.1	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Aquisediminimonadaceae	Aquisediminimonas	Aquisediminimonas profunda	soil/water	aerobe	non_gut	non_pathogenic
Aquisphaera giovannonii	OJF2	GCF_008087625.1	reference genome	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Aquisphaera giovannonii	freshwater/marine	aerobe	non_gut	non_pathogenic
Aquitalea denitrificans	5YN1-3	GCF_009856625.1	reference genome	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquitalea	Aquitalea denitrificans	human naso/clinical	aerobe	non_gut	pathogen (human)
Arachidicoccus ginsenosidivorans	Gsoil 809	GCF_007971385.1	reference genome	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus ginsenosidivorans	soil	aerobe	non_gut	non_pathogenic
Arachnia propionica	NCTC12967	GCF_900637725.1	reference genome	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia propionica	dairy/skin	anaerobe	non_gut	non_pathogenic
Arboribacterium acericorticis	IAD-21	GCF_023169805.1	reference genome	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Arboribacterium	Arboribacterium acericorticis	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Arcanobacterium haemolyticum	NCTC8452	GCF_900475915.1	reference genome	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Arcanobacterium	Arcanobacterium haemolyticum	soil/clinical	aerobe	non_gut	non_pathogenic
Archangium gephyra	DSM 2261	GCF_001027285.1	reference genome	Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Archangium	Archangium gephyra	soil	aerobe	non_gut	non_pathogenic
Arcobacter porcinus	CCUG 56899	GCF_004299785.2	reference genome	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter porcinus	food/environment	microaerophile	non_gut	opportunistic_pathogen
Arcticibacterium luteifluviistationis	SM1504T	GCF_003258705.1	reference genome	Bacteroidota	Cytophagia	Cytophagales	Leadbetterellaceae	Arcticibacterium	Arcticibacterium luteifluviistationis	soil	aerobe	non_gut	non_pathogenic
Arenibacter antarcticus	KCTC 52924T	GCF_041320605.1	reference genome	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter antarcticus	freshwater/marine/clinical	aerobe	non_gut	non_pathogenic
Aristaeella lactis	WTE2008	GCF_018118585.1	reference genome	Bacillota	Clostridia	Eubacteriales	Aristaeellaceae	Aristaeella	Aristaeella lactis	soil/gut	obligate_anaerobe	gut_associated	non_pathogenic
Aristophania vespae	DM15PD	GCF_022459015.1	reference genome	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Aristophania	Aristophania vespae	soil/water	aerobe	non_gut	non_pathogenic
Aromatoleum aromaticum EbN1	EbN1	GCF_000025965.1	reference genome	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	soil/water/clinical	aerobe	non_gut	non_pathogenic
Arsenicicoccus dermatophilus	KM 894/11	GCF_045782605.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Arsenicicoccus	Arsenicicoccus dermatophilus	soil/clinical	aerobe	non_gut	non_pathogenic
Arsenophonus apicola	ArsBeeUS	GCF_020268605.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus apicola	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Arthrobacter dokdonensis		GCF_003268655.1	reference genome	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter dokdonensis	soil/clinical	aerobe	non_gut	non_pathogenic
Asaia bogorensis NBRC 16594	NBRC 16594	GCF_001547995.1	reference genome	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Asaia	Asaia bogorensis	soil/water	aerobe	non_gut	non_pathogenic
Asticcacaulis excentricus CB 48	CS 48	GCF_000175215.2	reference genome	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus	freshwater	aerobe	non_gut	non_pathogenic
Athalassotoga saccharophila	NAS-01	GCF_009936215.1	reference genome	Thermotogota	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Athalassotoga	Athalassotoga saccharophila	hydrothermal vent	anaerobe	non_gut	non_pathogenic
Atlantibacter hermannii	FDAARGOS_888	GCF_016027855.1	reference genome	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Atlantibacter	Atlantibacter hermannii	human gut/environment	facultative_anaerobe	gut_associated	opportunistic_pathogen
Atribacter laminatus	RT761	GCF_015775515.1	reference genome	Atribacterota	Atribacteria	Atribacterales	Atribacteraceae	Atribacter	Atribacter laminatus	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Atrimonas thermophila	M15	GCF_045864955.1	reference genome	Atribacterota	Atribacteria	Atribacterales	Atrimonadaceae	Atrimonas	Atrimonas thermophila	unknown habitat	facultative_anaerobe	non_gut	non_pathogenic
Aurantiacibacter atlanticus	s21-N3	GCF_001077815.2	reference genome	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Aurantiacibacter	Aurantiacibacter atlanticus	soil/water	aerobe	non_gut	non_pathogenic
